OrderNumber,OrderDate,ShipDate,ShipmentCost,RequestedShippingService,ShippedCarrier,ShippedService,Weight,Length,Width,Height,OrderTotal,Warehouse,Account
6659597,2023-01-30 14:56:33,2023-01-31 00:00:00,8.49,STANDARD - BEST WAY AMAZON,fedex,fedex_ground,62.70,15.50,11.50,3.50,43.25,FedEx Trade Network,mishon
6659596,2023-01-30 14:54:50,2023-01-31 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,28.20,10.00,6.00,1.00,25.87,FedEx Trade Network,mishon
6659595,2023-01-30 14:53:43,2023-01-31 00:00:00,9.83,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,56.30,11.50,8.50,6.50,29.63,FedEx Trade Network,mishon
6659594,2023-01-30 14:52:16,2023-01-31 00:00:00,4.15,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,7.00,16.00,10.00,1.00,13.82,FedEx Trade Network,mishon
6659574,2023-01-30 15:04:47,2023-01-31 00:00:00,8.70,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,63.40,16.00,10.00,1.00,52.95,FedEx Trade Network,mishon
6659573,2023-01-30 15:03:42,2023-01-31 00:00:00,7.67,STANDARD - BEST WAY EBAY,fedex,fedex_ground,24.60,16.00,10.00,1.00,24.95,FedEx Trade Network,mishon
6659572,2023-01-30 15:06:33,2023-01-31 00:00:00,5.04,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,8.80,10.00,6.00,1.00,16.95,FedEx Trade Network,mishon
6659561,2023-01-30 14:22:25,2023-01-31 00:00:00,24.00,Amazon Merchants@ - Standard,ups,ups_standard,46.50,4.00,2.00,23.00,60.89,"New Dundee, ON",partdiscounter
6659558,2023-01-30 14:55:55,2023-01-31 00:00:00,8.37,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,47.90,16.00,10.00,1.00,34.95,FedEx Trade Network,mishon
6659543,2023-01-30 14:47:29,2023-01-31 00:00:00,10.85,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,68.60,16.00,10.00,1.00,27.53,FedEx Trade Network,mishon
6659540,2023-01-30 14:42:02,2023-01-31 00:00:00,4.44,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,5.30,16.00,10.00,1.00,10.67,FedEx Trade Network,mishon
6659539,2023-01-30 14:40:54,2023-01-31 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,17.60,16.00,10.00,1.00,26.32,FedEx Trade Network,mishon
6659538,2023-01-30 14:37:12,2023-01-31 00:00:00,14.15,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,290.00,24.00,8.00,8.00,162.32,FedEx Trade Network,mishon
6659536,2023-01-30 14:37:56,2023-01-31 00:00:00,9.54,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,73.20,16.00,10.00,1.00,31.90,FedEx Trade Network,mishon
6659535,2023-01-30 14:33:29,2023-01-31 00:00:00,6.07,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,14.10,16.00,10.00,1.00,35.94,FedEx Trade Network,mishon
6659534,2023-01-30 14:35:33,2023-01-31 00:00:00,8.70,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,18.30,16.00,10.00,1.00,28.03,FedEx Trade Network,mishon
6659533,2023-01-30 14:35:39,2023-01-31 00:00:00,4.24,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,4.90,10.00,6.00,1.00,12.79,FedEx Trade Network,mishon
6659532,2023-01-30 14:34:19,2023-01-31 00:00:00,8.37,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,38.70,16.00,10.00,1.00,42.35,FedEx Trade Network,mishon
6659531,2023-01-30 14:33:15,2023-01-31 00:00:00,4.24,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,4.90,10.00,6.00,1.00,12.79,FedEx Trade Network,mishon
6659517,2023-01-30 14:50:31,2023-01-31 00:00:00,7.67,STANDARD - BEST WAY EBAY,fedex,fedex_ground,31.00,16.00,10.00,1.00,26.95,FedEx Trade Network,mishon
6659514,2023-01-30 14:52:54,2023-01-31 00:00:00,8.70,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,47.50,16.00,10.00,1.00,59.90,FedEx Trade Network,mishon
6659513,2023-01-30 14:47:38,2023-01-31 00:00:00,3.75,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,3.50,10.00,6.00,1.00,7.95,FedEx Trade Network,mishon
6659507,2023-01-30 14:11:01,2023-01-31 00:00:00,27.54,Amazon Merchants@ - Standard,canada_post,expedited_parcel,128.80,24.00,5.00,4.00,103.44,"New Dundee, ON",partdiscounter
6659495,2023-01-30 14:40:52,2023-01-31 00:00:00,9.24,STANDARD - BEST WAY EBAY,fedex,fedex_ground,27.50,16.00,10.00,1.00,45.95,FedEx Trade Network,mishon
6659492,2023-01-30 14:42:33,2023-01-31 00:00:00,4.15,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,5.30,10.00,6.00,1.00,9.95,FedEx Trade Network,mishon
6659490,2023-01-30 14:41:20,2023-01-31 00:00:00,7.96,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,51.00,16.00,10.00,1.00,73.90,FedEx Trade Network,mishon
6659469,2023-01-30 14:33:35,2023-01-31 00:00:00,8.70,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,16.90,16.00,10.00,1.00,21.95,FedEx Trade Network,mishon
6659467,2023-01-30 14:35:22,2023-01-31 00:00:00,5.33,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,9.90,16.00,10.00,1.00,35.90,FedEx Trade Network,mishon
6659465,2023-01-30 14:29:45,2023-01-31 00:00:00,4.09,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,5.30,10.00,6.00,1.00,9.95,FedEx Trade Network,mishon
6659462,2023-01-30 14:24:27,2023-01-31 00:00:00,9.83,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,191.80,10.00,9.00,6.00,117.37,FedEx Trade Network,mishon
6659460,2023-01-30 14:21:47,2023-01-31 00:00:00,9.83,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,133.80,11.50,8.50,6.50,48.10,FedEx Trade Network,mishon
6659459,2023-01-30 14:21:23,2023-01-31 00:00:00,5.33,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,11.30,10.00,6.00,1.00,16.43,FedEx Trade Network,mishon
6659449,2023-01-30 13:42:57,2023-01-31 00:00:00,9.48,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,17.64,16.00,10.00,1.00,58.58,"New Dundee, ON",partdiscounter
6659448,2023-01-30 13:52:39,2023-01-31 00:00:00,12.51,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,2.10,10.00,6.00,1.00,19.15,"New Dundee, ON",partdiscounter
6659447,2023-01-30 13:35:19,2023-01-31 00:00:00,14.61,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,35.28,16.00,10.00,1.00,77.91,"New Dundee, ON",partdiscounter
6659446,2023-01-30 13:55:56,2023-01-31 00:00:00,17.70,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,130.20,24.00,4.00,4.00,229.89,"New Dundee, ON",partdiscounter
6659445,2023-01-30 13:54:47,2023-01-31 00:00:00,12.93,Amazon Merchants@ - Standard,ups,ups_standard,21.10,16.00,10.00,1.00,29.06,"New Dundee, ON",partdiscounter
6659444,2023-01-30 13:47:01,2023-01-31 00:00:00,14.87,Amazon Merchants@ - Standard,canada_post,expedited_parcel,7.06,10.00,6.00,1.00,29.06,"New Dundee, ON",partdiscounter
6659430,2023-01-30 14:26:36,2023-01-31 00:00:00,4.15,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,7.00,16.00,10.00,1.00,14.95,FedEx Trade Network,mishon
6659429,2023-01-30 14:25:07,2023-01-31 00:00:00,8.76,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,150.70,11.50,8.50,6.50,129.95,FedEx Trade Network,mishon
6659428,2023-01-30 14:21:09,2023-01-31 00:00:00,4.24,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,6.30,16.00,10.00,1.00,19.95,FedEx Trade Network,mishon
6659426,2023-01-30 14:28:29,2023-01-31 00:00:00,11.78,STANDARD - BEST WAY EBAY,fedex,fedex_home_delivery,151.40,11.50,8.50,13.00,129.95,FedEx Trade Network,mishon
6659423,2023-01-30 14:06:54,2023-01-31 00:00:00,10.11,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,fedex,fedex_ground,181.30,11.50,8.50,6.50,154.20,FedEx Trade Network,mishon
6659422,2023-01-30 14:14:31,2023-01-31 00:00:00,8.70,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,stamps_com,usps_priority_mail,33.80,16.00,10.00,1.00,48.55,FedEx Trade Network,mishon
6659414,2023-01-30 14:20:44,2023-01-31 00:00:00,4.15,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,5.30,10.00,6.00,1.00,12.95,FedEx Trade Network,mishon
6659411,2023-01-30 14:19:38,2023-01-31 00:00:00,9.25,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,47.50,11.50,8.50,6.50,39.95,FedEx Trade Network,mishon
6659408,2023-01-30 14:13:42,2023-01-31 00:00:00,7.96,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,30.30,16.00,10.00,1.00,49.95,FedEx Trade Network,mishon
6659395,2023-01-30 14:07:04,2023-01-31 00:00:00,8.37,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,20.40,16.00,10.00,1.00,19.43,FedEx Trade Network,mishon
6659394,2023-01-30 14:05:34,2023-01-31 00:00:00,8.37,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,22.90,10.00,6.00,1.00,31.75,FedEx Trade Network,mishon
6659391,2023-01-30 14:01:30,2023-01-31 00:00:00,8.37,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,24.60,16.00,10.00,1.00,31.97,FedEx Trade Network,mishon
6659368,2023-01-30 14:09:09,2023-01-31 00:00:00,7.67,STANDARD - BEST WAY EBAY,fedex,fedex_ground,18.30,16.00,10.00,1.00,71.80,FedEx Trade Network,mishon
6659358,2023-01-30 14:10:36,2023-01-31 00:00:00,7.67,STANDARD - BEST WAY EBAY,fedex,fedex_ground,39.40,16.00,10.00,1.00,39.95,FedEx Trade Network,mishon
6659356,2023-01-30 13:52:05,2023-01-31 00:00:00,6.22,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,stamps_com,usps_first_class_mail,12.70,16.00,10.00,1.00,23.71,FedEx Trade Network,mishon
6659352,2023-01-30 14:01:29,2023-01-31 00:00:00,7.67,STANDARD - BEST WAY EBAY,fedex,fedex_ground,58.40,16.00,10.00,1.00,39.95,FedEx Trade Network,mishon
6659350,2023-01-30 13:59:02,2023-01-31 00:00:00,9.16,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,59.80,11.50,8.50,6.50,67.90,FedEx Trade Network,mishon
6659348,2023-01-30 13:25:25,2023-01-31 00:00:00,25.66,Amazon Merchants@ - Standard,ups,ups_standard,85.90,11.30,6.30,5.30,103.44,"New Dundee, ON",partdiscounter
6659347,2023-01-30 13:24:57,2023-01-31 00:00:00,15.31,Amazon Merchants@ - Standard,canada_post,expedited_parcel,14.11,10.00,6.00,1.00,34.60,"New Dundee, ON",partdiscounter
6659346,2023-01-30 13:23:00,2023-01-31 00:00:00,20.48,Amazon Merchants@ - Standard,canada_post,expedited_parcel,33.10,10.00,6.00,1.00,83.89,"New Dundee, ON",partdiscounter
6659345,2023-01-30 13:22:42,2023-01-31 00:00:00,14.32,Amazon Merchants@ - Standard,ups,ups_standard,31.00,16.00,10.00,1.00,82.76,"New Dundee, ON",partdiscounter
6659344,2023-01-30 13:21:46,2023-01-31 00:00:00,9.17,Amazon Merchants@ - Expedited,ups,ups_standard,67.60,16.00,10.00,1.00,135.54,"New Dundee, ON",partdiscounter
6659343,2023-01-30 13:19:09,2023-01-31 00:00:00,12.76,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,10.59,16.00,10.00,1.00,38.36,"New Dundee, ON",partdiscounter
6659342,2023-01-30 13:19:53,2023-01-31 00:00:00,11.85,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,4.20,16.00,10.00,1.00,29.84,"New Dundee, ON",partdiscounter
6659341,2023-01-30 13:17:02,2023-01-31 00:00:00,11.24,Amazon Merchants@ - Expedited,ups,ups_standard,59.10,11.50,8.50,6.50,82.43,"New Dundee, ON",partdiscounter
6659340,2023-01-30 13:20:18,2023-01-31 00:00:00,46.19,Amazon Merchants@ - Standard,ups,ups_standard,638.46,34.00,9.00,9.00,414.34,"New Dundee, ON",partdiscounter
6659310,2023-01-30 13:49:25,2023-01-31 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,42.90,16.00,10.00,1.00,32.12,FedEx Trade Network,mishon
6659307,2023-01-30 13:39:27,2023-01-31 00:00:00,4.24,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,4.90,10.00,6.00,1.00,10.77,FedEx Trade Network,mishon
6659305,2023-01-30 13:33:09,2023-01-31 00:00:00,7.96,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,38.70,15.50,11.50,3.50,30.14,FedEx Trade Network,mishon
6659300,2023-01-30 12:48:38,2023-01-31 00:00:00,15.00,WalmartCA - Standard,ups,ups_standard,2.80,10.00,6.00,1.00,21.79,"New Dundee, ON",partdiscounter
6659289,2023-01-30 13:45:46,2023-01-31 00:00:00,10.05,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,42.20,11.50,8.50,6.50,49.95,FedEx Trade Network,mishon
6659288,2023-01-30 13:10:27,2023-01-31 00:00:00,11.16,Amazon Merchants@ - Expedited,ups,ups_standard,4.90,10.00,6.00,1.00,21.79,"New Dundee, ON",partdiscounter
6659287,2023-01-30 13:03:12,2023-01-31 00:00:00,11.07,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,31.75,16.00,10.00,1.00,97.12,"New Dundee, ON",partdiscounter
6659276,2023-01-30 13:40:24,2023-01-31 00:00:00,4.15,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,4.20,10.00,6.00,1.00,7.95,FedEx Trade Network,mishon
6659275,2023-01-30 13:35:31,2023-01-31 00:00:00,4.13,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,2.80,16.00,10.00,1.00,9.95,FedEx Trade Network,mishon
6659254,2023-01-30 13:14:04,2023-01-31 00:00:00,3.75,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,3.50,16.00,10.00,1.00,16.15,FedEx Trade Network,mishon
6659253,2023-01-30 13:14:28,2023-01-31 00:00:00,9.58,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,93.30,21.60,15.90,5.10,151.22,FedEx Trade Network,mishon
6659252,2023-01-30 13:16:15,2023-01-31 00:00:00,9.83,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,158.40,10.00,9.00,6.00,134.73,FedEx Trade Network,mishon
6659249,2023-01-30 13:04:18,2023-01-31 00:00:00,14.15,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,297.10,24.00,8.00,8.00,139.05,FedEx Trade Network,mishon
6659242,2023-01-30 13:30:24,2023-01-31 00:00:00,7.67,STANDARD - BEST WAY EBAY,fedex,fedex_ground,27.50,16.00,10.00,1.00,59.95,FedEx Trade Network,mishon
6659241,2023-01-30 13:27:21,2023-01-31 00:00:00,10.07,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,31.70,16.00,10.00,1.00,59.95,FedEx Trade Network,mishon
6659229,2023-01-30 12:51:53,2023-01-31 00:00:00,16.28,Amazon Merchants@ - Standard,canada_post,expedited_parcel,7.06,10.00,6.00,1.00,21.79,"New Dundee, ON",partdiscounter
6659228,2023-01-30 12:45:35,2023-01-31 00:00:00,19.14,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,138.00,24.00,4.00,4.00,126.42,"New Dundee, ON",partdiscounter
6659227,2023-01-30 12:43:57,2023-01-31 00:00:00,15.00,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,4.20,16.00,10.00,1.00,25.24,"New Dundee, ON",partdiscounter
6659226,2023-01-30 13:09:18,2023-01-31 00:00:00,8.37,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,stamps_com,usps_priority_mail,40.80,16.00,10.00,1.00,45.53,FedEx Trade Network,mishon
6659198,2023-01-30 12:39:23,2023-01-31 00:00:00,18.46,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,122.50,11.50,8.50,6.50,146.84,"New Dundee, ON",partdiscounter
6659197,2023-01-30 12:36:32,2023-01-31 00:00:00,12.84,Amazon Merchants@ - Expedited,ups,ups_standard,17.64,10.00,6.00,1.00,83.87,"New Dundee, ON",partdiscounter
6659192,2023-01-30 13:10:45,2023-01-31 00:00:00,7.96,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,47.20,16.00,10.00,1.00,46.95,FedEx Trade Network,mishon
6659191,2023-01-30 13:15:01,2023-01-31 00:00:00,10.23,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,42.20,11.50,8.50,6.50,45.95,FedEx Trade Network,mishon
6659187,2023-01-30 13:07:11,2023-01-31 00:00:00,7.67,STANDARD - BEST WAY AMAZON,fedex,fedex_ground,21.10,16.00,10.00,1.00,29.95,FedEx Trade Network,mishon
6659186,2023-01-30 13:06:50,2023-01-31 00:00:00,3.75,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,3.50,16.00,10.00,1.00,16.91,FedEx Trade Network,mishon
6659185,2023-01-30 13:02:28,2023-01-31 00:00:00,12.10,STANDARD - BEST WAY AMAZON,fedex,fedex_ground,639.20,17.00,11.00,10.00,542.52,FedEx Trade Network,mishon
6659182,2023-01-30 12:58:29,2023-01-31 00:00:00,8.37,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,17.60,16.00,10.00,1.00,25.63,FedEx Trade Network,mishon
6659181,2023-01-30 12:55:10,2023-01-31 00:00:00,8.39,STANDARD - BEST WAY AMAZON,fedex,fedex_smartpost_parcel_select,36.60,16.00,10.00,1.00,26.95,FedEx Trade Network,mishon
6659168,2023-01-30 12:54:46,2023-01-31 00:00:00,8.70,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,stamps_com,usps_priority_mail,16.90,16.00,10.00,1.00,21.95,FedEx Trade Network,mishon
6659167,2023-01-30 12:54:25,2023-01-31 00:00:00,13.81,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,fedex,fedex_home_delivery,268.90,15.50,11.50,3.50,297.90,FedEx Trade Network,mishon
6659154,2023-01-30 13:01:24,2023-01-31 00:00:00,4.15,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,7.70,16.00,10.00,1.00,7.95,FedEx Trade Network,mishon
6659151,2023-01-30 12:23:03,2023-01-31 00:00:00,18.47,Amazon Merchants@ - Standard,ups,ups_standard,54.90,16.00,10.00,1.00,67.79,"New Dundee, ON",partdiscounter
6659150,2023-01-30 12:18:34,2023-01-31 00:00:00,11.24,Amazon Merchants@ - Expedited,ups,ups_standard,95.70,11.50,8.50,6.50,101.64,"New Dundee, ON",partdiscounter
6659106,2023-01-30 12:38:16,2023-01-31 00:00:00,7.81,STANDARD - BEST WAY AMAZON,fedex,fedex_ground,105.60,15.50,11.50,3.50,194.69,FedEx Trade Network,mishon
6659105,2023-01-30 12:38:56,2023-01-31 00:00:00,4.24,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,4.20,16.00,10.00,1.00,17.15,FedEx Trade Network,mishon
6659100,2023-01-30 12:47:20,2023-01-31 00:00:00,6.00,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,13.40,16.00,10.00,1.00,26.95,FedEx Trade Network,mishon
6659099,2023-01-30 12:46:05,2023-01-31 00:00:00,12.66,STANDARD - BEST WAY EBAY,fedex,fedex_home_delivery,238.00,24.00,8.00,8.00,55.95,FedEx Trade Network,mishon
6659084,2023-01-30 12:11:56,2023-01-31 00:00:00,37.34,Amazon Merchants@ - Standard,ups,ups_standard,342.80,4.00,4.00,24.00,252.88,"New Dundee, ON",partdiscounter
6659083,2023-01-30 12:07:54,2023-01-31 00:00:00,19.53,Amazon Merchants@ - Standard,ups,ups_standard,57.70,11.50,8.50,6.50,37.89,"New Dundee, ON",partdiscounter
6659082,2023-01-30 12:25:48,2023-01-31 00:00:00,16.17,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,67.60,11.50,8.50,6.50,148.20,"New Dundee, ON",partdiscounter
6659074,2023-01-30 12:42:07,2023-01-31 00:00:00,7.67,STANDARD - BEST WAY EBAY,fedex,fedex_ground,54.60,16.00,10.00,1.00,79.90,FedEx Trade Network,mishon
6659057,2023-01-30 12:36:46,2023-01-31 00:00:00,9.54,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,57.70,16.00,10.00,1.00,39.95,FedEx Trade Network,mishon
6659051,2023-01-30 12:26:44,2023-01-31 00:00:00,4.74,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,8.40,10.00,6.00,1.00,19.95,FedEx Trade Network,mishon
6659045,2023-01-30 12:25:08,2023-01-31 00:00:00,8.12,STANDARD - BEST WAY AMAZON,stamps_com,usps_priority_mail,21.80,16.00,10.00,1.00,31.75,FedEx Trade Network,mishon
6659044,2023-01-30 12:23:44,2023-01-31 00:00:00,9.61,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,225.30,16.00,12.00,10.00,171.95,FedEx Trade Network,mishon
6659042,2023-01-30 12:11:02,2023-01-31 00:00:00,4.20,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,5.30,16.00,10.00,1.00,10.65,FedEx Trade Network,mishon
6659041,2023-01-30 12:16:39,2023-01-31 00:00:00,6.07,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,15.50,16.00,10.00,1.00,23.11,FedEx Trade Network,mishon
6659034,2023-01-30 11:56:45,2023-01-31 00:00:00,13.36,Amazon Merchants@ - Standard,ups,ups_standard,25.30,16.00,10.00,1.00,73.40,"New Dundee, ON",partdiscounter
6659033,2023-01-30 11:47:31,2023-01-31 00:00:00,11.85,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,14.11,16.00,10.00,1.00,44.78,"New Dundee, ON",partdiscounter
6659026,2023-01-30 12:28:50,2023-01-31 00:00:00,4.81,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,8.40,16.00,10.00,1.00,17.95,FedEx Trade Network,mishon
6659025,2023-01-30 12:23:36,2023-01-31 00:00:00,4.20,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,7.00,16.00,10.00,1.00,14.95,FedEx Trade Network,mishon
6659024,2023-01-30 12:26:58,2023-01-31 00:00:00,3.90,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,1.80,10.00,6.00,1.00,9.95,FedEx Trade Network,mishon
6659023,2023-01-30 12:29:05,2023-01-31 00:00:00,9.16,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,88.00,11.50,8.50,6.50,49.95,FedEx Trade Network,mishon
6659022,2023-01-30 12:24:41,2023-01-31 00:00:00,7.96,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,54.60,16.00,10.00,1.00,49.95,FedEx Trade Network,mishon
6658992,2023-01-30 12:17:28,2023-01-31 00:00:00,10.05,STANDARD - BEST WAY EBAY,fedex,fedex_smartpost_parcel_select,24.60,16.00,10.00,1.00,53.90,FedEx Trade Network,mishon
6658969,2023-01-30 11:49:32,2023-01-31 00:00:00,33.13,Amazon Merchants@ - Standard,ups,ups_standard,242.20,11.50,8.50,6.50,209.95,"New Dundee, ON",partdiscounter
6658967,2023-01-30 12:09:38,2023-01-31 00:00:00,4.81,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,9.20,10.00,6.00,1.00,10.55,FedEx Trade Network,mishon
6658960,2023-01-30 11:57:08,2023-01-31 00:00:00,6.07,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,14.10,10.00,6.00,1.00,21.27,FedEx Trade Network,mishon
6658959,2023-01-30 11:50:55,2023-01-31 00:00:00,4.31,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,7.00,16.00,10.00,1.00,21.40,FedEx Trade Network,mishon
6658953,2023-01-30 12:13:09,2023-01-31 00:00:00,8.70,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,31.70,16.00,10.00,1.00,39.95,FedEx Trade Network,mishon
6658952,2023-01-30 12:08:30,2023-01-31 00:00:00,4.15,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,7.00,16.00,10.00,1.00,19.95,FedEx Trade Network,mishon
6658951,2023-01-30 12:11:47,2023-01-31 00:00:00,7.67,STANDARD - BEST WAY EBAY,fedex,fedex_ground,85.90,24.00,4.00,4.00,29.95,FedEx Trade Network,mishon
6658948,2023-01-30 12:10:07,2023-01-31 00:00:00,4.09,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,4.90,10.00,6.00,1.00,11.95,FedEx Trade Network,mishon
6658918,2023-01-30 11:26:11,2023-01-31 00:00:00,11.85,Amazon Merchants@ - Expedited,canada_post,expedited_parcel,14.11,16.00,10.00,1.00,40.18,"New Dundee, ON",partdiscounter
6658917,2023-01-30 11:42:28,2023-01-31 00:00:00,22.99,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,fedex,fedex_home_delivery,316.80,0.00,0.00,0.00,211.85,FedEx Trade Network,mishon
6658916,2023-01-30 11:35:52,2023-01-31 00:00:00,9.85,(NO SMARTPOST/MAIL INNOV) - BEST WAY SHOPIFY,fedex,fedex_smartpost_parcel_select,109.10,11.50,8.50,6.50,93.02,FedEx Trade Network,mishon
6658906,2023-01-30 11:19:35,2023-01-31 00:00:00,4.44,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,7.00,16.00,10.00,1.00,16.48,FedEx Trade Network,mishon
6658903,2023-01-30 11:55:34,2023-01-31 00:00:00,8.76,STANDARD - BEST WAY EBAY,stamps_com,usps_priority_mail,100.70,11.50,8.50,6.50,49.95,FedEx Trade Network,mishon
6658901,2023-01-30 11:51:25,2023-01-31 00:00:00,9.68,STANDARD - BEST WAY EBAY,fedex,fedex_ground,63.40,16.00,10.00,1.00,77.95,FedEx Trade Network,mishon
6658899,2023-01-30 11:51:30,2023-01-31 00:00:00,4.81,STANDARD - BEST WAY EBAY,stamps_com,usps_first_class_mail,9.20,16.00,10.00,1.00,19.95,FedEx Trade Network,mishon
6658896,2023-01-30 11:49:19,2023-01-31 00:00:00,4.24,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,7.00,16.00,10.00,1.00,21.30,FedEx Trade Network,mishon
6658893,2023-01-30 11:42:50,2023-01-31 00:00:00,12.22,STANDARD - BEST WAY AMAZON,fedex,fedex_home_delivery,73.90,19.80,18.50,6.30,107.95,FedEx Trade Network,mishon
6658890,2023-01-30 11:39:57,2023-01-31 00:00:00,4.09,STANDARD - BEST WAY AMAZON,stamps_com,usps_first_class_mail,4.90,16.00,10.00,1.00,21.15,FedEx Trade Network,mishon
